headline,content,average_polarity,tag
Covid-19: Σταδιακή χαλάρωση των μέτρων ανακοίνωσε η Ελβετία,"Η κυβέρνηση της Ελβετίας προχωρά στην άρση των μέτρων που είχαν επιβληθεί για την αντιμετώπιση της πανδημίας του κορονοϊού, ανοίγοντας ξανά ...",0.22474999999999998,neutral
Covid-19: Ανέβηκε ο αριθμός των κρουσμάτων στη Νότια Αφρική,"Ραγδαία αύξηση παρουσίασαν τα κρούσματα κορονοϊού στη Νότια Αφρική το τελευταίο 24ωρο. Μέσα σε μία ημέρα, τα κρούσματα παρουσίασαν αύξηση κατά ...",0.1752,neutral
Covid-19: Η Ουγγαρία προχωρά σε άρση μέτρων εκτός Βουδαπέστης,"Ο πρωθυπουργός της Ουγγαρίας, Βίκτορ Ορμπάν, ήρε ορισμένους περιορισμούς έξω από τη Βουδαπέστη, οι οποίοι επιβλήθηκαν για τον περιορισμό του ...",-0.2202,neutral
Covid-19: Ολοκληρωτική απαγόρευση κυκλοφορίας την Κυριακή του Πάσχα των Καθολικών στον Παναμά,Ο πρόεδρος του Παναμά Λαουρεντίνο Κορτίσο επέβαλε απαγόρευση οποιασδήποτε εξόδου των πολιτών από τα σπίτια τους το Σαββατοκύριακο του Πάσχα των ...,-0.0386,neutral
Η φονική πανδημία του covid-19 χτυπάει τις τουρκικές ένοπλες δυνάμεις - Το Ραμαζάνι και η επιφυλακή της Αθήνας,Κορωνοϊός και Ραμαζάνι φαίνεται να βάζουν φρένο στην Τουρκική προκλητικότητα. Παρά την εξέλιξη αυτή η Αθήνα παραμένει σε επιφυλακή για κάθε ενδεχόμενο.,0.148,neutral
Covid-19:Μεξικό: 1.569 νεκροί -16.752 κρούσματα,"Tο υπουργείο Υγείας του Μεξικού ανακοίνωσε χθες Τρίτη ότι άλλοι 135 ασθενείς υπέκυψαν στην COVID-19, την ασθένεια που προκαλεί ο νέος κορονοϊός.",-0.16519999999999999,neutral
Covid-19: Παρατείνεται η διακοπή λειτουργίας της Βουλής των Αντιπροσώπων,"Τα μέλη της Βουλής των Αντιπροσώπων δεν θα επιστρέψουν στην Ουάσιγκτον την επόμενη εβδομάδα, όπως είχε αρχικά προγραμματιστεί, καθώς ο κίνδυνος ...",-0.1366,neutral
Covid-19: Ανοίγουν ξενοδοχεία παρά την αύξηση κρουσμάτων στην Πολωνία,Τα ξενοδοχεία στην Πολωνία θα ανοίξουν για τις καλοκαιρινές διακοπές εν μέσω κορονοϊού. Αυτό ανακοίνωσε ο κυβερνητικός εκπρόσωπος Πιοτρ Μούλερ.,0.1909,neutral
"Άρθρο της Αντωνιάδου Αθηνάς: ""Ο Covid-19 έχει πολλά κρυμμένα μυστικά""","Οι πανδημίες έχουν πλήξει πολιτισμούς σε όλη τη διάρκεια της ανθρώπινης ιστορίας, με την πρώτη εστία – γνωστή και ως «ο λοιμός της Αθήνας» – να εμφανίζεται ...",-0.07655,neutral
Covid-19: Το 42% πιστεύει ότι η επιδημία στην Τουρκία θα διαρκέσει περισσότερο από έξι μήνες,"Περίπου το 74% των Τούρκων πιστεύουν ότι ο κορονοϊός είναι αυτή τη στιγμή το σημαντικότερο πρόβλημα της χώρας, σύμφωνα με νέα έρευνα της εταιρίας Ipsos.",-0.1114,neutral
Covid-19: Ρουμανία: 619 νεκροί -11.000 κρούσματα,"Οι υγειονομικές αρχές της Ρουμανίας εντόπισαν 400 νέα κρούσματα κορονοϊού μέσα σε ένα 24ωρο ως χθες Κυριακή το βράδυ, με το σύνολο των κρουσμάτων να ...",-0.3243,negative
Αντικαρκινικά φάρμακα στην μάχη κατά του COVID-19,Στα αντικαρκινικά φάρμακα έχουν στρέψει την προσοχή τους ερευνητές και φαρμοκοβιομηχανίες για τη μάχη κατά του COVID-19.,-0.3818,negative
"Covid-19: «Ο ιός δεν προήλθε από εργαστήριο», λέει ο επικεφαλής του Ινστιτούτου Ιολογίας της Ουχάν","Οι ισχυρισμοί ότι η πανδημία του κορονοϊού προήλθε από εργαστήριο στην Ουχάν είναι «κακόβουλοι» και «αβάσιμοι», δήλωσε ο διευθυντής του Ινστιτούτου ...",0.0,neutral
Covid-19:Αίρονται σταδιακά τα περιοριστικά μέτρα και στη Βουλγαρία -Υποχρεωτική η μάσκα σε δημόσιους χώρους,"Οι πολίτες στην Βουλγαρία έχουν πλέον τη δυνατότητα να κάνουν περίπατο σε πάρκα και δημόσιους κήπους, υπό ορισμένες προϋποθέσεις, μετά από εντολή του ...",0.1366,neutral
Covid-19: Ο πλανήτης βγαίνει σταδιακά από την καραντίνα - Ποιες χώρες χαλαρώνουν τα περιοριστικά μέτρα,"Πολλές χώρες, όπου η καραντίνα φαίνεται να αποδίδει και να παρατηρείται περιορισμός της εξάπλωσης του κορονοϊού, προχωρούν σταδιακά προς τη χαλάρωση ...",0.36819999999999997,neutral
Τζέφρυ Πάιατ στον Αθήνα 9.84: Άξια Συγχαρητηρίων Η Ελλάδα Για Τη Στάση Της Στην Πανδημία Covid-19,Εύσημα στην ελληνική κυβέρνηση για τους χειρισμούς της στη μάχη με τον κορονοϊό απέδωσε ο πρέσβης των ΗΠΑ στην Αθήνα.,-0.1909,neutral
Covid-19: Παράταση για άλλους τρεις μήνες στην κατάσταση εκτάκτου ανάγκης στην Αίγυπτο,Ο πρόεδρος της Αιγύπτου Άμπντελ Φατάχ Αλ Σίσι αποφάσισε να παραταθεί για άλλους τρεις μήνες από σήμερα 28η Απριλίου η κατάσταση έκτακτης ανάγκης.,-0.30405,negative
Covid-19: 7 νέα κρούσματα στην Κύπρο -Ανοίγει ο δρόμος για την χαλάρωση των μέτρων,"Τα νέα επιβεβαιωμένα κρούσματα κορονοϊού στην Κύπρο ανήλθαν την Κυριακή στα 7 από σύνολο 2.415 εργαστηριακών ελέγχων, όπως ανακοίνωσαν οι αρχές.",0.26335,neutral
